234
34,45,56
1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80
≤24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,150,150,175,175,213,213,250,250
25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,150,175,175,200,200,238,238,275,275
27,100,100,100,100,100,100,100,100,100,100,100,100,100,125,150,175,206,206,238,238,274,274,311,311
28,100,100,100,100,100,100,100,100,100,100,100,100,125,150,175,200,238,238,275,275,311,311,348,348
30,100,100,100,100,100,100,100,100,100,100,100,125,150,175,200,225,269,269,313,313,348,348,384,384
31,100,100,100,100,100,100,100,100,100,100,100,150,175,200,225,250,300,300,350,350,385,385,420,420
33,100,100,100,100,100,100,100,100,100,100,125,175,206,238,263,288,338,338,388,388,426,426,465,465
35,100,100,100,100,100,100,100,100,100,100,150,200,238,275,300,325,375,375,425,425,468,468,510,510
36,100,100,100,100,100,100,100,100,113,125,175,225,269,313,338,363,413,413,463,463,509,509,555,555
38,100,100,100,100,100,100,105,120,135,150,200,250,300,350,375,400,450,450,500,500,550,550,600,600
39,100,100,100,100,100,103,118,133,148,163,213,263,313,363,388,413,475,475,538,538,594,594,650,650
41,100,100,100,100,100,115,130,145,160,175,225,275,325,375,400,425,500,500,575,575,638,638,700,700
42,100,100,100,100,113,128,143,158,173,188,238,288,338,388,413,438,525,525,613,613,681,681,750,750
44,100,100,100,110,125,140,155,170,185,200,250,300,350,400,425,450,550,550,650,650,725,725,800,800
46,100,100,101,116,131,146,161,176,191,206,263,313,413,425,450,488,581,581,675,675,753,753,831,831
47,100,100,108,123,138,153,168,183,198,213,275,325,425,450,475,525,613,613,700,700,781,781,863,863
49,100,100,114,129,144,159,174,189,204,219,288,338,438,475,500,563,644,644,725,725,809,809,894,894
50,100,105,120,135,150,165,180,195,210,225,300,350,400,450,525,600,675,675,750,750,838,838,925,925
52,100,108,124,139,155,170,186,201,217,232,309,361,413,464,541,619,696,696,773,773,864,864,954,954
53,100,112,128,143,159,175,191,207,223,239,319,372,425,478,558,638,717,717,797,797,890,890,983,983
55,100,115,131,148,164,180,197,213,230,246,328,383,438,492,574,656,738,738,820,820,916,916,1012,1012
57,101,118,135,152,169,186,203,219,236,253,338,394,450,506,591,675,759,759,844,844,942,942,1041,1041
58,104,121,139,156,173,191,208,225,243,260,348,405,463,520,607,694,780,780,867,867,968,968,1070,1070
60,107,125,143,160,178,196,214,232,249,267,356,416,475,534,623,713,802,802,891,891,995,995,1098,1098
61,110,128,146,163,183,201,219,238,256,274,366,427,488,548,640,731,823,823,914,914,1021,1021,1127,1127
63,113,131,150,168,188,206,225,244,263,281,375,438,500,563,656,750,844,844,938,938,1047,1047,1156,1156
64,115,135,154,173,192,211,231,250,269,288,384,448,513,577,673,769,865,865,961,961,1073,1073,1185,1185
66,116,138,158,177,197,217,236,256,276,295,394,459,525,591,689,788,886,886,984,984,1099,1099,1214,1214
68,121,141,161,181,202,222,242,262,282,302,403,470,538,605,705,806,907,907,1008,1008,1125,1125,1243,1243
69,124,144,165,186,206,227,248,268,289,309,413,481,550,619,722,825,928,928,1031,1031,1152,1152,1272,1272
71,127,148,169,190,211,232,253,274,295,316,422,492,563,633,738,844,949,949,1055,1055,1178,1178,1301,1301
72,129,151,173,194,216,237,259,280,302,323,431,503,575,647,755,863,970,970,1078,1078,1204,1204,1330,1330
74,132,154,176,198,220,242,264,286,308,330,441,514,588,661,771,881,991,991,1102,1102,1230,1230,1359,1359
75,135,158,180,203,225,248,270,293,315,338,450,525,600,675,788,900,1013,1013,1125,1125,1256,1256,1388,1388
