345
45,56,67
1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80
1,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
2,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
3,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
4,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
5,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
6,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
7,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
8,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
9,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,300,500,500,500,500,500,500,500,600
11,100,100,100,100,100,200,200,200,200,200,250,400,450,450,450,600,800,800,800,800,800,800,800,900
12,100,100,100,100,100,200,200,200,200,200,250,400,450,450,450,600,800,800,800,800,800,800,800,900
13,100,100,100,100,100,200,200,200,200,200,250,400,450,450,450,600,800,800,800,800,800,800,800,900
14,100,100,100,100,100,200,200,200,200,200,250,400,450,450,450,600,800,800,800,800,800,800,800,900
15,100,100,100,100,100,300,300,300,300,300,400,600,700,700,700,900,1100,1100,1100,1100,1100,1100,1100,1300
16,100,100,100,100,100,300,300,300,300,300,400,600,700,700,700,900,1100,1100,1100,1100,1100,1100,1100,1300
18,100,100,100,100,100,300,300,300,300,300,400,600,700,700,700,900,1100,1100,1100,1100,1100,1100,1100,1300
19,100,100,100,100,100,300,300,300,300,300,400,600,700,700,700,900,1100,1100,1100,1100,1100,1100,1100,1300
20,100,250,250,250,250,500,500,500,500,500,650,850,1050,1050,1050,1300,1450,1450,1450,1450,1450,1450,1450,1750
21,100,250,250,250,250,500,500,500,500,500,650,850,1050,1050,1050,1300,1450,1450,1450,1450,1450,1450,1450,1750
22,100,250,250,250,250,500,500,500,500,500,650,850,1050,1050,1050,1300,1450,1450,1450,1450,1450,1450,1450,1750
23,100,250,250,250,250,500,500,500,500,500,650,850,1050,1050,1050,1300,1450,1450,1450,1450,1450,1450,1450,1750
25,100,350,350,350,350,650,650,650,650,650,850,1100,1400,1400,1400,1700,1800,1800,1800,1800,1800,1800,1800,2200
26,100,350,350,350,350,650,650,650,650,650,850,1100,1400,1400,1400,1700,1800,1800,1800,1800,1800,1800,1800,2200
27,100,350,350,350,350,650,650,650,650,650,850,1100,1400,1400,1400,1700,1800,1800,1800,1800,1800,1800,1800,2200
28,100,350,350,350,350,650,650,650,650,650,850,1100,1400,1400,1400,1700,1800,1800,1800,1800,1800,1800,1800,2200
29,100,500,500,500,500,850,850,850,850,850,1100,1350,1750,1750,1750,2100,2150,2150,2150,2150,2150,2150,2150,NA
31,100,500,500,500,500,850,850,850,850,850,1100,1350,1750,1750,1750,2100,2150,2150,2150,2150,2150,2150,2150,NA
32,100,500,500,500,500,850,850,850,850,850,1100,1350,1750,1750,1750,2100,2150,2150,2150,2150,2150,2150,2150,NA
33,100,500,500,500,500,850,850,850,850,850,1100,1350,1750,1750,1750,2100,2150,2150,2150,2150,2150,2150,2150,NA
34,100,600,600,600,600,1000,1000,1000,1000,1000,1300,1600,2100,2100,2100,2500,2500,2500,2500,2500,2500,2500,2500,NA
35,100,600,600,600,600,1000,1000,1000,1000,1000,1300,1600,2100,2100,2100,2500,2500,2500,2500,2500,2500,2500,2500,NA
36,100,600,600,600,600,1000,1000,1000,1000,1000,1300,1600,2100,2100,2100,2500,2500,2500,2500,2500,2500,2500,2500,NA
38,100,600,600,600,600,1000,1000,1000,1000,1000,1300,1600,2100,2100,2100,2500,2500,2500,2500,2500,2500,2500,2500,NA
39,150,700,700,700,700,1150,1150,1150,1150,1150,1500,1850,2300,2300,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,150,700,700,700,700,1150,1150,1150,1150,1150,1500,1850,2300,2300,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,150,700,700,700,700,1150,1150,1150,1150,1150,1500,1850,2300,2300,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,150,700,700,700,700,1150,1150,1150,1150,1150,1500,1850,2300,2300,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,200,800,800,800,800,1300,1300,1300,1300,1300,1650,2050,2500,2500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,200,800,800,800,800,1300,1300,1300,1300,1300,1650,2050,2500,2500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,200,800,800,800,800,1300,1300,1300,1300,1300,1650,2050,2500,2500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,200,800,800,800,800,1300,1300,1300,1300,1300,1650,2050,2500,2500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,250,900,900,900,900,1450,1450,1450,1450,1450,1850,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,250,900,900,900,900,1450,1450,1450,1450,1450,1850,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,250,900,900,900,900,1450,1450,1450,1450,1450,1850,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,250,900,900,900,900,1450,1450,1450,1450,1450,1850,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,300,1000,1000,1000,1000,1600,1600,1600,1600,1600,2000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,300,1000,1000,1000,1000,1600,1600,1600,1600,1600,2000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,300,1000,1000,1000,1000,1600,1600,1600,1600,1600,2000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,300,1000,1000,1000,1000,1600,1600,1600,1600,1600,2000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
